%OpenBCI Raw EEG Data
%
%Sample Rate = 200.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, 6.59, -3.55, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.013
1, 5.56, -10.05, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.289
2, 5.37, -4.31, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.289
3, 5.11, -0.30, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.289
4, 5.64, -4.58, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.289
5, 0.60, -8.48, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.290
6, 2.50, -5.84, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.290
7, 8.12, 0.03, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.290
8, 10.16, -5.31, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.291
9, 3.64, -5.71, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.291
10, 1.91, -5.55, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.292
11, 6.52, -1.80, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.292
12, 11.55, 2.72, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.293
13, 0.69, -4.81, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.293
14, 3.81, 0.10, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.294
15, 4.78, -1.47, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.294
16, 6.39, -1.25, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.294
17, 2.89, -6.16, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.295
18, 1.98, -5.96, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.295
19, 7.03, 1.94, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.295
20, 4.85, -4.39, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.296
21, 2.73, -5.59, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.296
22, 3.21, -4.17, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.296
23, 3.98, 0.92, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.297
24, 6.42, -1.95, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.297
25, 0.50, -7.63, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.297
26, 3.70, -4.39, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.298
27, 5.96, -3.91, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.298
28, 7.45, -2.26, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.298
29, 5.44, -2.94, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.299
30, 3.30, -7.14, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.299
31, 5.08, 1.71, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.299
32, 12.05, 3.78, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.299
33, 3.23, -7.29, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.299
34, -0.09, -1.93, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
35, 5.35, -0.60, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
36, 7.70, -4.85, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
37, 1.73, -10.62, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
38, 2.43, -4.53, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
39, 8.17, 4.76, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.300
40, 3.67, -5.86, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.301
41, -2.09, -9.31, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.301
42, 5.47, -6.05, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.301
43, 9.26, -0.93, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.301
44, 6.96, -4.44, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.301
45, 1.16, -7.40, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.302
46, 1.37, -3.76, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.302
47, 8.06, 0.91, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.302
48, 6.86, -4.45, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.302
49, 1.78, -9.72, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.302
50, -0.96, -6.23, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
51, 2.44, -5.96, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
52, 5.97, -3.33, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
53, 4.45, -3.64, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
54, 1.37, -1.89, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
55, 8.74, 0.70, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.303
56, 6.71, -2.05, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.304
57, 0.45, -9.30, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.311
58, 1.77, -4.27, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.311
59, 8.29, 0.58, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.311
60, 4.36, -8.38, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.311
61, -0.85, -8.25, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.325
62, -1.64, -4.85, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.325
63, 6.89, -2.87, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.341
64, 6.22, -1.83, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.341
65, -0.04, -6.68, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.341
66, 0.69, -1.04, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.341
67, 5.58, -0.57, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.355
68, 5.32, -9.07, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.356
69, 2.47, -4.56, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.370
70, 0.54, -4.71, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.370
71, 10.41, -0.98, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.370
72, 7.83, -2.26, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.370
73, -0.39, -10.77, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.386
74, 8.85, -1.09, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.386
75, 8.96, 2.03, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.400
76, 5.59, 0.42, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.401
77, 3.42, -10.30, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.401
78, 3.60, -6.18, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.401
79, 7.44, -2.66, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.415
80, 5.29, -4.24, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.415
81, 6.61, -7.84, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.430
82, 5.88, -1.02, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.430
83, 4.44, -4.84, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.430
84, 3.58, -7.85, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.430
85, 4.12, -8.72, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.445
86, 7.00, 4.78, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.446
87, 4.51, -2.27, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.460
88, 7.27, -4.33, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.460
89, 3.54, -6.04, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.460
90, -0.76, -2.51, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.460
91, 6.01, -2.67, 0.00, 0.00, 0.000, 0.000, 0.000, 09:45:46.475
